Title,Date,Category,Description,Url
Tiếp tục dừng nhiều chuyến tàu do ngập và sạt lở,2025-10-01 14:31:00,Thời sự,"Hôm nay, 4 chuyến tàu khách liên vận quốc tế cùng 21 chuyến tàu tuyến phía Nam và phía Tây phải tạm dừng do ngập và sạt taluy đường sắt.",https://vnexpress.net/tiep-tuc-dung-nhieu-chuyen-tau-do-ngap-va-sat-lo-4945971.html
Cấm leo núi Bà Đen vì nguy cơ sạt lở đá,2025-10-01 00:00:00,Thời sự,Tây Ninh Du khách cùng người dân không được leo núi Bà Đen do đang thời điểm mưa bão dễ xảy ra nguy cơ sạt lở đá.,https://vnexpress.net/cam-leo-nui-ba-den-vi-nguy-co-sat-lo-da-4945711.html
Hàng trăm người cùng chó nghiệp vụ tìm 4 nạn nhân bị vùi lấp ở Lũng Cú,2025-10-01 18:32:00,Thời sự,"Tuyên Quang Lực lượng cứu hộ cùng hai chó nghiệp vụ chạy đua thời gian tìm bốn nạn nhân bị vùi lấp, trong khi gần hiện trường xuất hiện vết nứt dài 60 m.",https://vnexpress.net/hang-tram-nguoi-cung-cho-nghiep-vu-tim-4-nan-nhan-bi-vui-lap-o-lung-cu-4946113.html
Hai cầu dây văng lớn nhất cao tốc Bến Lức sau 10 năm thi công,2025-10-04 06:00:00,Thời sự,"TP HCM Cùng khởi công 2015, cầu Bình Khánh đã xong nhưng cầu Phước khánh còn dang dở khiến cao tốc Bến Lức chưa thể thông xe toàn tuyến.",https://vnexpress.net/hai-cau-day-vang-lon-nhat-cao-toc-ben-luc-sau-10-nam-thi-cong-4946955.html
Đề xuất lắp hàng nghìn camera AI giám sát giao thông toàn quốc,2025-10-02 16:14:00,Thời sự,"Cục CSGT đã trình Bộ Công an đề án lắp đặt hàng nghìn camera AI hiện đại để giám sát, phát hiện vi phạm và hỗ trợ điều tiết giao thông trên toàn quốc.",https://vnexpress.net/de-xuat-lap-hang-nghin-camera-ai-giam-sat-giao-thong-toan-quoc-4946406.html
Chính sách nổi bật có hiệu lực từ tháng 10,2025-10-01 00:42:00,Thời sự,"Quy định mới về kỷ luật học sinh, quyền thụ tinh trong ống nghiệm của phụ nữ, bỏ độc quyền vàng miếng là những chính sách mới có hiệu lực từ tháng 10.",https://vnexpress.net/chinh-sach-noi-bat-co-hieu-luc-tu-thang-10-4945695.html
Ông Đặng Xuân Phong làm Bí thư Tỉnh ủy Ninh Bình,2025-10-01 11:57:00,Thời sự,"Ông Đặng Xuân Phong, Ủy viên Trung ương Đảng, được Bộ Chính trị chỉ định giữ chức Bí thư Tỉnh ủy Ninh Bình nhiệm kỳ 2025-2030.",https://vnexpress.net/ong-dang-xuan-phong-lam-bi-thu-tinh-uy-ninh-binh-4945916.html
6 thủy điện lớn đang xả lũ,2025-09-30 22:27:00,Thời sự,"Mưa lớn do ảnh hưởng của bão Bualoi, các thủy điện Hòa Bình, Tuyên Quang, Thác Bà, Bản Vẽ, Trung Sơn, Quảng Trị đang mở nhiều cửa xả để điều tiết lũ.",https://vnexpress.net/6-thuy-dien-lon-dang-xa-lu-4945704.html
Hà Nội còn hơn 20 điểm ngập,2025-10-01 06:31:00,Thời sự,"6h hôm nay, nội thành Hà Nội còn hơn 20 điểm ngập gây khó khăn cho giao thông như tại Dương Đình Nghệ, Võ Chí Công, đại lộ Thăng Long...",https://vnexpress.net/ha-noi-con-hon-20-diem-ngap-4945747.html
Thủ tướng thăm hỏi dân vùng lốc xoáy Ninh Bình,2025-09-30 20:34:00,Thời sự,"Tối 30/9, Thủ tướng Phạm Minh Chính viếng các nạn nhân và động viên người dân xã Quỹ Nhất, yêu cầu khẩn trương hỗ trợ nhà cửa, lương thực, chỗ ở tạm sau thiên tai.",https://vnexpress.net/thu-tuong-tham-hoi-dan-vung-loc-xoay-ninh-binh-4945698.html
"Hàng loạt máy bay phải chờ, chuyển hướng do mưa lớn ở Hà Nội",2025-09-30 21:30:00,Thời sự,"Mưa lớn ở Hà Nội khiến 53 chuyến bay phải bay chờ và 37 chuyến phải chuyển hướng đi sân bay dự bị, theo Tổng công ty Quản lý bay Việt Nam.",https://vnexpress.net/hang-loat-may-bay-phai-cho-chuyen-huong-do-mua-lon-o-ha-noi-4945692.html
Lùi thời hạn chuyển đổi tài khoản giao thông với doanh nghiệp đến hết 31/12,2025-09-30 19:12:00,Thời sự,Cục Đường bộ Việt Nam quyết định lùi thời hạn chuyển đổi tài khoản giao thông đối với doanh nghiệp và cá nhân nước ngoài đến hết ngày 31/12 thay vì 1/10.,https://vnexpress.net/lui-thoi-han-chuyen-doi-tai-khoan-giao-thong-voi-doanh-nghiep-den-het-31-12-4945655.html
Doanh nghiệp muốn tài trợ 3 phà đi Cần Giờ,2025-10-01 00:00:00,Thời sự,"Công ty Cổ phần Đô thị Du lịch Cần Giờ thuộc Vingroup đề xuất tài trợ 3 phà 200 tấn để giảm ùn tắc ở bến Bình Khánh, chờ các dự án hạ tầng lớn hoàn thành.",https://vnexpress.net/doanh-nghiep-muon-tai-tro-3-pha-di-can-gio-4945653.html
"'Sẽ không có Bí thư tỉnh, thành nào là người địa phương'",2025-09-30 19:04:00,Thời sự,"Hà Nội Tổng Bí thư Tô Lâm cho biết nhiệm kỳ này sẽ không còn bí thư tỉnh, thành nào là người địa phương và chủ trương này sẽ tiếp tục mở rộng sang chức danh khác.",https://vnexpress.net/se-khong-co-bi-thu-tinh-thanh-nao-la-nguoi-dia-phuong-4945636.html
Người Hà Nội tìm đường về nhà trong mưa ngập,2025-09-30 19:53:00,Thời sự,"Mưa lớn kéo dài từ sáng tới tối 30/9, khiến giao thông Thủ đô hỗn loạn, người dân tìm mọi cách để về nhà trong trận ngập ""chưa từng thấy"".",https://vnexpress.net/nguoi-ha-noi-tim-duong-ve-nha-trong-mua-ngap-4945679.html
Yên Bái ngập 2 m,2025-09-30 23:00:00,Thời sự,"Phường Yên Bái của tỉnh Lào Cai ngập 1-2 m, người dân phải trụ ở tầng cao, dùng dây nhận đồ tiếp tế và di tản người già, trẻ nhỏ khi mất điện.",https://vnexpress.net/yen-bai-ngap-2-m-4945686.html
Trâu của nghệ nhân 91 tuổi vô địch Lễ hội chọi trâu Đồ Sơn,2025-09-30 17:34:00,Thời sự,"Hải Phòng Với những đòn đánh cáng hiểm hóc, trâu số 06 của nghệ nhân Đinh Đình Phú (91 tuổi, phường Đồ Sơn) đã vô địch lễ hội chọi trâu Đồ Sơn năm 2025.",https://vnexpress.net/trau-cua-nghe-nhan-91-tuoi-vo-dich-le-hoi-choi-trau-do-son-4945484.html
Bí thư Bắc Ninh làm Thứ trưởng Quốc phòng,2025-09-30 23:27:00,Thời sự,"Trung tướng Nguyễn Văn Gấu, Bí thư Tỉnh ủy Bắc Ninh, được Thủ tướng bổ nhiệm giữ chức Thứ trưởng Bộ Quốc phòng, ngày 30/9.",https://vnexpress.net/bi-thu-bac-ninh-lam-thu-truong-quoc-phong-4945719.html
Bí thư Lào Cai hoán đổi sang Thái Nguyên,2025-09-30 19:00:00,Thời sự,"Ông Trịnh Xuân Trường, Bí thư Tỉnh ủy Lào Cai, được Bộ Chính trị điều động, chỉ định giữ chức Bí thư Tỉnh ủy Thái Nguyên nhiệm kỳ 2025-2030, hoán đổi vị trí với ông Trịnh Việt Hùng.",https://vnexpress.net/bi-thu-lao-cai-hoan-doi-sang-thai-nguyen-4945666.html
Vì sao Hà Nội mưa to liên tục?,2025-09-30 18:02:00,Thời sự,"Ngoài hoàn lưu bão Bualoi, gió đông, đông nam thổi từ biển vào thì hội tụ gió trên độ cao 5.000 m đang tồn tại đã gây mưa liên tục cho Hà Nội.",https://vnexpress.net/vi-sao-ha-noi-mua-to-lien-tuc-4945630.html
"Hà Nội ngập sâu, giao thông tê liệt",2025-09-30 16:16:00,Thời sự,"Mưa lớn kéo dài từ sáng đến chiều 30/9 khiến nhiều tuyến phố Hà Nội chìm sâu trong nước, giao thông tê liệt; hàng nghìn người bì bõm nhích từng bước về nhà, cảnh hỗn loạn kéo dài tới khuya.",https://vnexpress.net/giao-thong-ha-noi-hon-loan-gio-tan-tam-vi-mua-lon-4945604-tong-thuat.html
"Ôtô, xe máy 'ngâm' trong nước lụt Hà Nội",2025-09-30 16:45:00,Thời sự,"Mưa lớn kéo dài từ sáng 30/9 khiến thành phố xuất hiện 65 điểm úng ngập, có nơi sâu gần một mét làm phương tiện chết máy hàng loạt giữa đường.",https://vnexpress.net/o-to-xe-may-ngam-trong-nuoc-lut-ha-noi-4945570.html
Hai bố con tử vong nghi ngạt khí từ máy phát điện,2025-09-30 17:08:00,Thời sự,"Nghệ An Người bố 37 tuổi và con trai 7 tuổi tử vong nghi do ngạt khí CO từ máy phát điện sử dụng lúc ngủ, trong bối cảnh địa bàn mất điện sau bão Bualoi.",https://vnexpress.net/hai-bo-con-tu-vong-nghi-ngat-khi-tu-may-phat-dien-4945593.html
Ông Nguyễn Đức Trung tái cử Bí thư Nghệ An,2025-10-02 17:35:00,Thời sự,"Ông Nguyễn Đức Trung, Bí thư Tỉnh ủy Nghệ An đương nhiệm, được Ban chấp hành Đảng bộ tỉnh bầu tiếp tục giữ chức Bí thư Tỉnh ủy nhiệm kỳ 2025-2030, với tỷ lệ phiếu thuận 100%.",https://vnexpress.net/ong-nguyen-duc-trung-tai-cu-bi-thu-nghe-an-4946550.html
Hơn 200.000 người sẽ dự đại lễ 100 năm đạo Cao Đài,2025-10-02 15:06:00,Thời sự,"Tây Ninh Đại lễ Hội yến Diêu trì cung 2025 diễn ra vào Tết Trung thu (ngày 6/10) dự kiến thu hút hơn 200.000 tín đồ, du khách tham dự.",https://vnexpress.net/hon-200-000-nguoi-se-du-dai-le-100-nam-dao-cao-dai-4946449.html
"Quỹ Hy Vọng xây mới, cải tạo 73 công trình trường học",2025-10-01 08:04:00,Thời sự,"Hàng nghìn học sinh vùng cao bước vào năm học mới trong những lớp học, bếp ăn, nhà tắm khang trang, sạch đẹp do Quỹ Hy Vọng cải tạo và bàn giao.",https://vnexpress.net/quy-hy-vong-xay-moi-cai-tao-73-cong-trinh-truong-hoc-4945720.html
"Chở khách qua sông khi gió bão, chủ phà bị phạt",2025-09-30 19:29:00,Thời sự,"Chủ phà ở Hưng Yên bị xử phạt 20,7 triệu đồng vì chở khách qua sông Hồng dù trời đang gió to, sóng lớn do ảnh hưởng của bão Bualoi; xếp ôtô vượt quá quy định.",https://vnexpress.net/cho-khach-qua-song-khi-gio-bao-chu-pha-bi-phat-4945675.html
"Sạt lở đất, 4 người mất tích",2025-09-30 13:45:00,Thời sự,"Tuyên Quang Bùn đất từ quả đồi sạt xuống 6 ngôi nhà ở xã Lũng Cú, 3 người kịp tháo chạy ra ngoài, 4 người bị vùi lấp, sáng 30/9.",https://vnexpress.net/sat-lo-dat-4-nguoi-mat-tich-4945473.html
Tổng Bí thư: Quân đội phải vươn tới chuẩn mực hiện đại toàn cầu,2025-09-30 16:09:00,Thời sự,"Tổng Bí thư Tô Lâm nhấn mạnh Quân đội phải xây dựng tự chủ, tự cường, hiện đại, ngang tầm khu vực và thế giới, không chỉ so với chính mình.",https://vnexpress.net/tong-bi-thu-quan-doi-phai-vuon-toi-chuan-muc-hien-dai-toan-cau-4945500.html
"Người Hà Nội vượt đường ngập, tắc đi làm",2025-10-01 07:09:00,Thời sự,"Sáng 1/10, nhiều tuyến như Mai Dịch, Dương Đình Nghệ, Tôn Thất Thuyết, Lê Quang Đạo, Đại lộ Thăng Long... ùn ứ do ngập, người dân khó khăn vượt tắc đường để đi làm.",https://vnexpress.net/nhieu-diem-van-ngap-quan-doi-dieu-xe-dua-don-nguoi-dan-4945761.html
"TP HCM bổ nhiệm nhiều lãnh đạo sở, ngành",2025-09-30 14:06:00,Thời sự,"Ông Trần Quang Lâm làm Giám đốc Sở Xây dựng TP HCM, thay ông Võ Hoàng Ngân sang làm Giám đốc Sở Quy hoạch - Kiến trúc.",https://vnexpress.net/tp-hcm-bo-nhiem-nhieu-lanh-dao-so-nganh-4945427.html
"Bí thư Ninh Bình, Phú Thọ hoán đổi vị trí",2025-09-30 12:26:00,Thời sự,"Bộ Chính trị ngày 30/9 quyết định điều động, chỉ định ông Trương Quốc Huy, Bí thư Ninh Bình, giữ chức Bí thư Phú Thọ; ông Đặng Xuân Phong, Bí thư Phú Thọ, làm Bí thư Ninh Bình.",https://vnexpress.net/bi-thu-ninh-binh-phu-tho-hoan-doi-vi-tri-4945469.html
Thứ trưởng Quốc phòng Nguyễn Hồng Thái làm Bí thư Bắc Ninh,2025-09-30 11:48:00,Thời sự,"Thượng tướng Nguyễn Hồng Thái, Thứ trưởng Bộ Quốc phòng, được Bộ Chính trị điều động, chỉ định giữ chức Bí thư Tỉnh ủy Bắc Ninh nhiệm kỳ 2025-2030.",https://vnexpress.net/thu-truong-quoc-phong-nguyen-hong-thai-lam-bi-thu-bac-ninh-4945457.html
Ông Vũ Hồng Văn được chỉ định tiếp tục làm Bí thư Đồng Nai,2025-09-30 10:54:00,Thời sự,"Ông Vũ Hồng Văn, 49 tuổi, được Bộ Chính trị chỉ định tiếp tục giữ chức Bí thư Tỉnh ủy Đồng Nai nhiệm kỳ 2025-2030.",https://vnexpress.net/ong-vu-hong-van-duoc-chi-dinh-tiep-tuc-lam-bi-thu-dong-nai-4945350.html
"26 người chết, 22 người mất tích sau bão Bualoi",2025-09-30 14:53:00,Thời sự,"Bualoi gây tổ hợp thiên tai bão, lũ, sạt lở đất từ Bắc Trung Bộ trở ra miền núi phía Bắc làm 26 người chết, 22 người mất tích và có thể còn gia tăng.",https://vnexpress.net/26-nguoi-chet-22-nguoi-mat-tich-sau-bao-bualoi-4945537.html
"Mưa lớn, bốn tỉnh miền núi đối diện nguy cơ sạt lở đất",2025-09-30 12:09:00,Thời sự,"880 xã ở Bắc Bộ, Bắc Trung Bộ đang có nguy cao xảy ra sạt lở đất, lũ quét, trong đó Lào Cai, Phú Thọ, Cao Bằng, Tuyên Quang cấp độ rủi ro mức cao nhất.",https://vnexpress.net/mua-lon-bon-tinh-mien-nui-doi-dien-nguy-co-sat-lo-dat-4945411.html
Trắng đêm canh bão Bualoi,2025-09-30 10:14:00,Thời sự,"Bualoi đổ bộ Quảng Trị - Hà Tĩnh lúc 0h30 ngày 29/9, người dân hai tỉnh trắng đêm lo bung mái, sập nhà, cán bộ phòng chống lụt bão ôm điện thoại cập nhật thiệt hại.",https://vnexpress.net/trang-dem-canh-bao-bualoi-4945237.html
"Hà Nội ngập diện rộng, miền Bắc nhiều nơi sơ tán vì lũ",2025-09-30 08:03:00,Thời sự,"Mưa lớn từ đêm 29/9 đến trưa 30/9 khiến nhiều tuyến phố Hà Nội chìm trong nước, giao thông tê liệt; trong khi ở các tỉnh miền Bắc, hàng trăm hộ dân phải sơ tán khẩn cấp vì lũ dâng nhanh.",https://vnexpress.net/ha-noi-ngap-dien-rong-mien-bac-nhieu-noi-so-tan-vi-lu-4945265-tong-thuat.html
Bí thư Vĩnh Long làm Bí thư Đồng Tháp,2025-10-01 11:26:00,Thời sự,"Ông Ngô Chí Cường, Bí thư Tỉnh ủy Vĩnh Long được Bộ Chính trị điều động, chỉ định làm Bí thư Tỉnh ủy Đồng Tháp nhiệm kỳ 2025-2030.",https://vnexpress.net/bi-thu-vinh-long-lam-bi-thu-dong-thap-4945800.html
Hơn 4.000 ngôi nhà ở Thanh Hóa chìm trong biển nước,2025-09-30 15:53:00,Thời sự,"Bão Bualoi gây mưa lớn khiến hơn 4.000 ngôi nhà ở các xã vùng thấp, ven sông bị ngập, có nơi gần ngang mái tầng một, gần 25.000 người phải sơ tán.",https://vnexpress.net/hon-4-000-ngoi-nha-o-thanh-hoa-chim-trong-bien-nuoc-4945498.html
Dừng khai thác nhiều đoàn tàu để tránh lũ,2025-09-30 16:07:00,Thời sự,"Do ảnh hưởng của hoàn lưu Bualoi gây mưa lớn tại nhiều tỉnh miền Bắc và Trung, Công ty cổ phần Vận tải đường sắt tạm dừng một số tàu đi Sa Pa, Vinh.",https://vnexpress.net/dung-khai-thac-nhieu-doan-tau-de-tranh-lu-4945494.html
"Sạt lở, ngập lụt ở miền Bắc và Trung sau bão Bualoi",2025-09-30 15:14:00,Thời sự,"Từ đêm qua đến trưa nay, các tỉnh Lào Cai, Tuyên Quang, Cao Bằng, Nghệ An, Thanh Hóa... ngập sâu, nhiều nơi sạt lở đất do mưa lớn sau bão Bualoi.",https://vnexpress.net/sat-lo-ngap-lut-o-mien-bac-va-trung-sau-bao-bualoi-4945497.html
Bí ẩn tháp Chăm trên đỉnh núi 800 m,2025-09-30 05:00:00,Thời sự,"Gia Lai Tháp Hòn Chuông trên đỉnh đá thuộc dãy núi Bà, mang dấu tích vừa là công trình tôn giáo lẫn chức năng quân sự.",https://vnexpress.net/bi-an-thap-cham-tren-dinh-nui-800-m-4935391.html
Quỹ Hy vọng cùng đồng bào vượt lũ,2025-09-30 21:05:00,Thời sự,"Quỹ Hy vọng - báo VnExpress mở lại chiến dịch ""Cùng đồng bào vượt lũ"" nhằm hỗ trợ người dân và trường học bị ảnh hưởng bởi bão lũ, sạt lở.",https://vnexpress.net/quy-hy-vong-cung-dong-bao-vuot-lu-4945700.html
Cầu Bình Triệu nặng 11.000 tấn hoàn tất nâng cao hơn một mét,2025-09-30 17:35:00,Thời sự,"Sau một tháng thi công, cầu Bình Triệu 1 nặng 11.000 tấn đã nâng cao hơn một mét, chuyển sang gia cố kết cấu để sớm thông xe, giảm ùn tắc cửa ngõ phía đông TP HCM.",https://vnexpress.net/cau-binh-trieu-nang-11-000-tan-hoan-tat-nang-cao-hon-mot-met-4945627.html
Lâm Đồng thu hút loạt 'ông lớn' tham gia đầu tư,2025-09-30 18:50:00,Thời sự,"Hội nghị xúc tiến đầu tư Lâm Đồng 2025 sẽ thu hút hơn 750 đại biểu, trong đó có nhiều tập đoàn như Vingroup, Sun Group, TH Group, Viettel... cùng các tổ chức quốc tế.",https://vnexpress.net/lam-dong-thu-hut-loat-ong-lon-tham-gia-dau-tu-4945629.html
'Bỏ bằng tốt nghiệp THCS giúp giảm áp lực bằng cấp',2025-09-29 21:26:00,Thời sự,"Đại biểu Quốc hội Nguyễn Văn Huy cho rằng bỏ bằng tốt nghiệp trung học cơ sở sẽ tránh được tâm lý ""có bằng là đủ"", khiến nhiều học sinh dừng lại sau lớp 9 thay vì tiếp tục học lên.",https://vnexpress.net/bo-bang-tot-nghiep-thcs-giup-giam-ap-luc-bang-cap-4945120.html
"19 người chết, 13 người mất tích do bão Bualoi",2025-09-29 23:55:00,Thời sự,"Không phải tâm bão, song Ninh Bình, Hưng Yên bị lốc xoáy càn quét nên chịu thiệt hại nhiều với 11 người chết, Quảng Trị ghi nhận 12 ngư dân mất tích.",https://vnexpress.net/19-nguoi-chet-13-nguoi-mat-tich-do-bao-bualoi-4945152.html
"Ôtô lao vực 50 m ở Sa Pa, hàng chục người thoát nạn trên Ô Quy Hồ",2025-09-29 19:56:00,Thời sự,"Lào Cai Chiều tối 29/9, Sa Pa liên tiếp xảy ra hai vụ sạt lở: một ôtô rơi vực sâu 50 m và đoàn xe trên quốc lộ 4D kịp thoát khi đất đá đổ xuống.",https://vnexpress.net/oto-lao-vuc-50-m-o-sa-pa-hang-chuc-nguoi-thoat-nan-tren-o-quy-ho-4945191.html
